restaurant,cuisines,city,longitude,latitude,price,"aggregate rating"
Re-Cess,"American, Southern",Gainesville,-83.82686,34.300332,25,4.2
Bodensee,German,Gainesville,-83.727741,34.701594,40,3.8
"Hofer's Bakery & Cafe","German, Ice Cream",Gainesville,-83.7345,34.7024,10,3.9
"Troll Tavern","Burger, German, Sandwich",Gainesville,-83.7334,34.7021,25,2.2
"The Nacoochee Village Tavern & Pizzeria","Italian, Pizza, Sandwich",Gainesville,-83.713498,34.691208,10,4
"Blue Bean Love Cafe","Cafe, Coffee and Tea, Modern Australian","Hepburn Springs",144.1387014,-37.3123267,20,3.8
"La Trattoria of Lavandula","Italian, Fusion, Cafe","Hepburn Springs",144.110062,-37.275494,7,3.8
"5 Little Pigs","Breakfast, Modern Australian",Huskisson,150.6710743,-35.0388698,20,4.1
"Beach Box Cafe","Burger, Coffee and Tea, Modern Australian",Inverloch,145.7287133,-38.6347458,7,3.7
"Funkey Monkey","Breakfast, Coffee and Tea","Lakes Entrance",147.9942247,-37.8783865,7,3.8
"Burger Queen Drive In","Burger, Desserts, Sandwich",Lakeview,-120.3458,42.1885,10,3.6
"Blue Orchid Thai Restaurant",Thai,Lincoln,-96.7072,40.8143,25,4.5
"Stillwater on Belmore","Breakfast, Coffee and Tea",Lorn,151.558475,-32.728097,20,3.6
Mr.,Cafe,Macedon,144.564174,-37.423189,20,3.5
"Emilio's Cuban Cafe","Coffee and Tea, Cuban, Latin American",Macon,-83.594494,32.567741,25,3.9
"Ingleside Village Pizza","Pizza, Sandwich",Macon,-83.657061,32.853896,10,4.9
"Jim Shaw's Seafood Grill & Bar",Seafood,Macon,-83.6737,32.8496,25,4.6
"Mandarin Chinese Restaurant","Chinese, Thai",Macon,-83.6766,32.8899,25,4.5
Rookery,"Burger, Desserts, Bar Food",Macon,-83.6279,32.8361,25,4.5
Dovetail,,Macon,-83.627979,32.83641,40,3.8
"Bonefish Grill","American, Seafood",Macon,-83.713978,32.929278,40,4.1
"Downtown Grill",Steak,Macon,-83.6276,32.8375,70,4
"Greek Corner Deli","Desserts, Greek, Sandwich",Macon,-83.628703,32.83654,10,4.3
Natalia's,"European, Italian, Mediterranean",Macon,-83.787993,32.928495,70,4.2
"Papouli's Mediterranean Cafe & Market","Greek, Mediterranean, Vegetarian",Macon,-83.6873,32.901,10,4.2
"Benson's Steak and Sushi","American, Chinese, Sushi",Macon,-83.662421,32.556873,25,3.7
"My Fathers Place",Italian,Macon,-83.624,32.5786,25,3.7
"Sushi Thai Restaurant","Japanese, Sushi, Thai",Macon,-83.6665,32.6184,10,3.7
"The Mellow Mushroom","Pizza, Sandwich, Vegetarian",Macon,-83.691044,32.552684,25,3.8
"El Jalisciense Mexican Restaurant",Mexican,Macon,-83.64935,32.594666,10,4.1
"Greek Village","American, Greek, Seafood",Macon,-83.636618,32.6176839,25,4
"Martin's BBQ",BBQ,Macon,-83.600201,32.619321,25,4.2
"Thai Pepper","Japanese, Sushi, Thai",Macon,-83.665557,32.593264,10,4
"Zen Japanese Steakhouse and Sushi Bar","Japanese, Steak, Sushi",Macon,-83.7184,32.6147,40,4.1
"Star Buffet",Asian,Mayfield,151.7343832,-32.899178,20,2.9
"Triangle Restaurant","Breakfast, Burger","Mc Millan",-85.7363,46.3718,10,2.4
"Three Anchors","Bar Food, Modern Australian","Middleton Beach",117.917166,-35.025861,30,3.8
"HI Lite Bar & Lounge",,Miller,-98.9891,44.5158,0,3.4
"Vince's Restaurant & Pizzeria","Italian, Pizza",Monroe,-89.653487,42.606306,25,3.6
"Poets Cafe","Coffee and Tea, Modern Australian",Montville,152.893735,-26.690462,30,2.4
"The Artesian Restaurant","American, International, Southwestern","Ojo Caliente",-106.057666,36.313638,40,3.6
"Cev?che Tapas Bar & Restaurant","Spanish, Tapas",Orlando,-81.381077,28.540432,40,4.4
'Ohana,Hawaiian,Orlando,-81.585226,28.405437,45,4.5
"Earl of Sandwich","American, Sandwich, Salad",Orlando,-81.514608,28.372858,35,4.7
"Raglan Road Irish Pub and Restaurant",Irish,Orlando,-81.517725,28.371338,50,4.3
"Caf刺 Tu Tu Tango","New American, Tapas",Orlando,-81.469986,28.440344,40,4.6
"Texas de Brazil","Brazilian, Steak",Orlando,-81.4510725,28.4676808,100,4.6
"Bahama Breeze Island Grille",Caribbean,Orlando,-81.471526,28.437065,45,4.3
"Maggiano's Little Italy",Italian,Orlando,-81.471447,28.433235,50,4.4
"Hawkers Asian Street Fare","Asian, Thai",Orlando,-81.364347,28.560505,35,4.6
"Tako Cheena by Pom Pom","Asian, Latin American, Vegetarian",Orlando,-81.364547,28.557845,10,4.4
"Seasons 52 Fresh Grill",American,Orlando,-81.487978,28.448175,60,4.4
"Hollerbach's Willow Tree Caf刺",German,Orlando,-81.266871,28.811653,40,4.8
"Pom Pom's Teahouse and Sandwicheria","American, Sandwich, Tea",Orlando,-81.351467,28.543571,25,4.9
"Yellow Dog Eats","American, BBQ, Sandwich",Orlando,-81.522987,28.527592,35,4.9
"Tibby's New Orleans Kitchen",Cajun,Orlando,-81.322631,28.601088,25,4.7
"The Coop","Southern, Cajun, Soul Food",Orlando,-81.357219,28.597366,25,3.6
"Bosphorous Turkish Cuisine","Mediterranean, Turkish",Orlando,-81.3508344,28.5976271,40,4.2
"Ethos Vegan Kitchen","American, Breakfast, Vegetarian",Orlando,-81.352921,28.592857,25,4.4
Hillstone,,Orlando,-81.36526,28.596682,40,4.4
"The Ravenous Pig","Pub Food",Orlando,-81.356024,28.593297,40,4.4
"Vivo Bar and Grill","Mediterranean, Seafood","Palm Cove",145.670768,-16.748083,30,4.4
"Pier 70","Modern Australian",Paynesville,147.7227832,-37.9194154,120,2.6
DiVine,"Cafe, Coffee and Tea, Sandwich",Penola,140.837409,-37.379153,20,3.4
"Cactus Flower Cafe Navarre","Mexican, Southwestern, Tex-Mex",Pensacola,-86.8573393,30.4025979,25,4.2
"McGuire's Irish Pub & Brewery","Burger, Bar Food, Steak",Pensacola,-87.2027,30.4179,40,4.9
"New Yorker Deli & Pizzeria","Italian, Pizza, Sandwich",Pensacola,-87.1819,30.4251,10,4.6
"Tu-Do Vietnamese Restaurant","Asian, Vietnamese",Pensacola,-87.2216,30.4982,10,4.5
"Carrabba's Italian Grill","Italian, Pizza, Seafood",Pensacola,-87.205855,30.417318,40,3.7
"Jaco's Bayfront Bar and Grille",Tapas,Pensacola,-87.213274,30.403034,25,3.9
"The Tin Cow","Burger, Bar Food",Pensacola,-87.2150874,30.4116106,25,3.7
"Cactus Flower Cafe","Latin American, Mexican, Southwestern",Pensacola,-87.2080932,30.4473322,25,4.2
"Dharma Blue","Seafood, Sushi",Pensacola,-87.2092,30.4101,40,4.1
"Global Grill","European, International, Tapas",Pensacola,-87.2153054,30.411878,40,4.4
Ichiban,"Japanese, Sushi",Pensacola,-87.2252,30.4767,25,4.3
"The Fish House","American, Seafood, Sushi",Pensacola,-87.211082,30.407358,40,4
"Tuscan Oven","Italian, Mediterranean, Pizza",Pensacola,-87.214,30.4692,25,4.1
"Flounders Chowder House",Seafood,Pensacola,-87.143,30.3359,40,3.9
"Hemingway's Island Grill","Caribbean, Seafood, Steak",Pensacola,-87.142602,30.335521,40,3.5
"Native Cafe","Breakfast, Burger",Pensacola,-87.132932,30.334776,25,4.2
"Peg Leg Pete's","Burger, Sandwich, Seafood",Pensacola,-87.164376,30.327864,40,4.4
"The Grand Marlin","Caribbean, Seafood",Pensacola,-87.149178,30.34262,40,4.3
"Original Georgios Authentic Greek Food",Greek,Pensacola,-87.4218962,30.3199824,10,4.7
"Fisherman's Corner","Sandwich, Seafood, Cajun",Pensacola,-87.427707,30.308468,40,4.4
"Mad Cowes Cafe","Breakfast, Coffee and Tea, Modern Australian","Phillip Island",145.237813,-38.448307,20,3.7
"Rupes Burgers","Burger, Fast Food",Pocatello,-112.3415,43.1903,10,3.7
"Texas Roadhouse","American, BBQ, Steak",Pocatello,-112.461326,42.910518,45,3.5
"Riverwalk Cafe","Asian, Thai",Pocatello,-112.0132,42.62,10,3.6
"Royal Hotel","Pizza, Bar Food",Pocatello,-112.0127,42.6192,0,3.6
"Buddy's Italian Restaurant","Italian, Pizza, Sandwich",Pocatello,-112.4423,42.8661,40,3.7
Butterburrs,"American, Breakfast",Pocatello,-112.4516,42.8919,30,3.6
"Chang Garden",Chinese,Pocatello,-112.441,42.8928,10,3.5
"Fifth Street Bagelry","Coffee and Tea, Sandwich",Pocatello,-112.4397,42.8631,10,3.8
"Goody's Deli","Pizza, Sandwich",Pocatello,-112.4365,42.8604,10,3.8
"Grecian Key Restaurant","American, Greek",Pocatello,-112.4524,42.8639,25,3.7
"Outer Limits Fun Zone","Burger, Pizza, Sandwich",Pocatello,-112.459988,42.878077,10,3.5
"Portneuf Valley Brewing","American, Pizza",Pocatello,-112.443213,42.860024,25,3.7
"Sandpiper Restaurant & Lounge","American, Seafood, Steak",Pocatello,-112.432,42.9012,40,3.6
"Senor Iguanas",Mexican,Pocatello,-112.4433,42.8942,0,3.6
"Sushi Family","Asian, Sushi, Vegetarian",Pocatello,-112.452013,42.88245,25,3.6
"Taste of India Nepal","Indian, International, Vegetarian",Pocatello,-112.45253,42.863969,25,3.8
"Thai Paradise","Desserts, Thai",Pocatello,-112.450106,42.861871,25,3.7
"The Bridge","New American",Pocatello,-112.4413856,42.8585987,40,3.6
"Nosh Mahal","Indian, Persian",Pocatello,-112.44853,42.891174,25,0
"El Herradero",Mexican,Pocatello,-112.4419,42.8774,10,4.1
"Barrett Junction Cafe","American, BBQ, Burger",Potrero,-116.704731,32.613431,25,3.3
"Blue Point Grill",Seafood,Princeton,-74.651139,40.352385,70,4
"Giovanni's Shrimp Truck",Seafood,"Rest of Hawaii",-157.948486,21.677078,25,4.5
"Kona Brewing Company","American, Pizza, Bar Food","Rest of Hawaii",-155.997362,19.642752,35,4.7
"Leonard's Bakery",,"Rest of Hawaii",-157.813432,21.284586,10,4.7
"Coconuts Fish Cafe",Seafood,"Rest of Hawaii",-156.455284,20.748838,30,4.5
"Kihei Caffe","American, Hawaiian","Rest of Hawaii",-156.451847,20.731487,10,4.5
"Monkeypod Kitchen by Merriman",Burger,"Rest of Hawaii",-156.4309473,20.6883746,40,4.2
"Sansei Seafood Restaurant & Sushi Bar","Japanese, Seafood, Sushi","Rest of Hawaii",-156.452556,20.733554,40,4.2
"Star Noodle",Asian,"Rest of Hawaii",-156.674835,20.885226,10,4.6
"Aloha Mixed Plate","Asian, Breakfast, Hawaiian","Rest of Hawaii",-156.684967,20.886564,10,4.2
Gazebo,"Breakfast, Burger","Rest of Hawaii",-156.667037,20.992316,25,4.4
"Hula Grill","Hawaiian, Seafood, Steak","Rest of Hawaii",-156.693821,20.921347,40,4.3
Kimo's,"Hawaiian, Seafood, Steak","Rest of Hawaii",-156.680666,20.876127,40,4.3
"Mama's Fish House","Hawaiian, Seafood","Rest of Hawaii",-156.366445,20.929622,70,4.9
"Marukame Udon",Japanese,"Rest of Hawaii",-157.825979,21.279476,10,4.9
"Yard House","American, Asian, Burger","Rest of Hawaii",-157.8312476,21.2794952,40,4.6
"Lulu's Waikiki",American,"Rest of Hawaii",-157.822716,21.271826,25,3.9
"Duke's Waikiki","Hawaiian, Seafood, Steak","Rest of Hawaii",-157.827196,21.277583,70,4.4
"Eggs 'n Things",Breakfast,"Rest of Hawaii",-157.831538,21.280663,10,4
Roy's,"Asian, European, Seafood","Rest of Hawaii",-157.831176,21.279154,70,4.2
"Wailana Coffee House","American, Breakfast, Hawaiian","Rest of Hawaii",-157.836031,21.285396,25,4.2
"The Lady & Sons",Southern,Savannah,-81.0954,32.0804,40,3.3
"Green Truck Pub",Burger,Savannah,-81.096647,32.052858,40,4.7
"Leopold's Ice Cream","Desserts, Sandwich, Ice Cream",Savannah,-81.0894,32.0785,10,4.6
"Mrs. Wilkes' Dining Room","American, Southern",Savannah,-81.0955,32.0727,40,4.5
Zunzi's,"International, Mediterranean, Sandwich",Savannah,-81.0911,32.0775,25,4.5
"Moon River Brewing Company","American, Bar Food, Sandwich",Savannah,-81.0916,32.0809,25,3.7
"Pirates' House Restaurant","American, Seafood, Steak",Savannah,-81.0844,32.0782,40,3.8
"B. Matthew's Eatery","American, Breakfast",Savannah,-81.0875,32.0798,25,4.1
"Crystal Beer Parlor","American, Bar Food",Savannah,-81.0979,32.0735,25,4.4
"Goose Feathers Cafe and Bakery","Breakfast, Vegetarian",Savannah,-81.0941,32.0801,10,4.2
Henry's,"American, Breakfast",Savannah,-81.0905213,32.0794767,10,4.1
"Huey's On The River","Breakfast, Cajun",Savannah,-81.0897,32.0812,40,4.1
"J. Christopher's","Breakfast, Diner, Sandwich",Savannah,-81.091482,32.074495,25,4.3
"Lulu's Chocolate Bar","Coffee and Tea, Desserts",Savannah,-81.097051,32.080742,10,4.3
"Rocks on the River","Pizza, Seafood, Steak",Savannah,-81.092484,32.081394,70,4
"SOHO South Cafe","Cafe, Sandwich, Southern",Savannah,-81.0939,32.0747,25,4.3
"The Olde Pink House","American, Seafood, Southern",Savannah,-81.0897,32.0798,70,4.4
"Vic's On The River",American,Savannah,-81.0908,32.0809,70,4.1
"The Crab Shack",Seafood,Savannah,-80.865909,32.011689,40,3.8
"Tybee Island Social Club",,Savannah,-80.848297,31.99581,10,3.9
"Sky On 57","Chinese, Continental, Singaporean",Singapore,103.8600048,1.2826608,300,3.4
"Cut By Wolfgang Puck","American, Steak",Singapore,103.8594222,1.285476931,270,4
"Restaurant Andre","French, Mediterranean, European",Singapore,103.8403602,1.279419756,500,3.8
"Potato Head Folk",American,Singapore,103.8416688,1.280502991,80,3.1
Jaan,French,Singapore,103.8536048,1.293220698,430,3.8
"Rhubarb Le Restaurant",French,Singapore,103.8430222,1.27944363,315,3.9
"Al'frank Cookies",Bakery,Singapore,103.859422,1.300404333,20,4.2
"Fratini La Trattoria",Italian,Singapore,103.8070809,1.331128397,100,4.1
"Boufe Boutique Cafe","Italian, French, Bakery, Cafe",Singapore,103.8146178,1.29782554,50,3.2
"The Refinery Singapore","American, Japanese, Singaporean",Singapore,103.8621195,1.310668316,80,3.2
"Chye Seng Huat Hardware",Cafe,Singapore,103.8604162,1.311550709,40,3.7
"Makansutra Gluttons Bay","Singaporean, Chinese, Seafood, Malay, Indian",Singapore,103.8558665,1.289761964,30,3
Colony,"Asian, Continental, Seafood",Singapore,103.859955,1.2905805,220,3.8
"Summer Pavilion","Chinese, Seafood, Cantonese, Dim Sum",Singapore,103.8601766,1.290800881,300,3.9
"The Lokal","Singaporean, Australian, German",Singapore,103.840921,1.278373182,60,3.1
"I Am","Western, Fusion, Fast Food",Singapore,103.8584296,1.301707168,60,3.2
"Super Loco","American, Mexican",Singapore,103.839165,1.290083898,95,3.2
Artistry,"American, Bakery, European, Burger, Fusion",Singapore,103.8581813,1.303034648,50,3.8
"Bitters & Love","Finger Food",Singapore,103.8482541,1.28197,40,3.9
"Artichoke Cafe","Cafe, Spanish, Turkish, Greek",Singapore,103.8519943,1.299707726,75,3.2
"Archie's Waeside","Burger, Seafood, Steak","Sioux City",-96.1608,42.7956,40,3.7
"Bob Roe's Pizza","American, Pizza, Bar Food","Sioux City",-96.379,42.4765,10,3.6
"Da Kao Restaurant","Asian, Vegetarian, Vietnamese","Sioux City",-96.4173,42.5026,10,3.8
"Famous Dave's",BBQ,"Sioux City",-96.4051,42.492,10,3.6
"Fuji Bay Japanese Restaurant","Japanese, Sushi","Sioux City",-96.4046,42.4965,40,3.7
"HuHot Mongolian Grill","Asian, Chinese","Sioux City",-96.3479,42.4391,25,3.6
"Hunan Palace",Chinese,"Sioux City",-96.362,42.4375,25,3.8
"Jerry's Pizza",Pizza,"Sioux City",-96.3596,42.4764,25,3.8
"Jim's Burgers",Burger,"Sioux City",-96.4048,42.4985,10,3.7
"Johnnie Mars","American, Desserts, Diner","Sioux City",-96.378049,42.495534,10,3.9
"Miles Inn",American,"Sioux City",-96.3755,42.4876,10,3.7
"Milwaukee Wiener House","American, Fast Food","Sioux City",-96.4063904,42.4930681,10,3.8
"Minerva's Food & Cocktails","American, Seafood, Steak","Sioux City",-96.418,42.5212,40,3.7
"Monterrey Mexican Restaurant",Mexican,"Sioux City",-96.3691,42.4351,10,3.7
Rebos,"Caribbean, Mexican, Cajun","Sioux City",-96.3959487,42.4944454,25,3.8
"Tokyo Japanese Steakhouse & Sushi Bar","Japanese, Steak, Sushi","Sioux City",-96.349464,42.440592,40,3.9
"Diamond Thai Cuisine","Asian, Thai, Vegetarian","Sioux City",-96.4136,42.5011,10,4
"El Fredo Pizza",Pizza,"Sioux City",-96.4204,42.5106,40,4
"Trattoria Fresco",Italian,"Sioux City",-96.4019631,42.4949153,25,4
"Kahill's Steak-Fish Chophouse","American, Seafood, Steak","Sioux City",-96.4092028,42.485608,70,3.5
"Rumba Island Bar & Grill","BBQ, Caribbean, Seafood","Tampa Bay",-82.762624,27.96076,25,4.6
"Red Mesa Cantina","Latin American, Mexican, Southwestern","Tampa Bay",-82.636924,27.770026,25,4.6
BellaBrava,"American, Italian, Seafood","Tampa Bay",-82.6329663,27.7737426,25,4.1
"Ceviche Tapas Bar & Restaurant","Spanish, Tapas","Tampa Bay",-82.6333294,27.7711464,25,4.1
"The Moon Under Water","British, Bar Food, Sandwich","Tampa Bay",-82.632174,27.775462,25,4.1
"Bern's Steak House","American, Desserts, Steak","Tampa Bay",-82.482962,27.931516,70,4.7
"Boca Kitchen Bar Market",Breakfast,"Tampa Bay",-82.46887,27.941942,40,3.9
"Edison: Food+Drink Lab",International,"Tampa Bay",-82.469306,27.944244,70,3.9
"Ceviche Tapas Bar & Restaurant","Breakfast, Spanish, Tapas","Tampa Bay",-82.4852372,27.9410382,25,4.4
"Daily Eats","American, Burger","Tampa Bay",-82.483124,27.935039,25,4.4
"Salt Rock Grill","American, Seafood, Steak","Tampa Bay",-82.843253,27.848357,40,4.2
"Mazzaro's Italian Market","Italian, Deli","Tampa Bay",-82.673621,27.792047,10,4.9
"Conch Republic Grill","Sandwich, Seafood, Steak","Tampa Bay",-82.820856,27.816086,40,4.5
"Mr. Dunderbak's Biergarten and Marketplatz","European, German","Tampa Bay",-82.41294,28.082909,40,4.9
"Red Mesa Restaurant","Breakfast, Mexican","Tampa Bay",-82.638843,27.816848,40,4.5
Datz,"Desserts, Bar Food","Tampa Bay",-82.4932815,27.9219315,40,4.7
"Ella's Americana Folk Art Cafe","International, Italian, Southern","Tampa Bay",-82.451041,27.993645,40,4.8
"Taco Bus","Mexican, Vegetarian","Tampa Bay",-82.449897,27.995964,10,4.5
"The Refinery","Seafood, Steak","Tampa Bay",-82.459339,27.99384,40,4
"Columbia Restaurant","Cuban, Spanish","Tampa Bay",-82.4351499,27.959884,40,4.4
"1918 Bistro & Grill","Modern Australian, Australian",Tanunda,138.966064,-34.519619,30,4.4
"Pig and Whistle",Australian,"Trentham East",144.41272,-37.396942,20,4.1
"Buffalo Wild Wings","Bar Food",Valdosta,-83.319123,30.846819,25,3.4
"El Toreo Mexican Restaurant",Mexican,Valdosta,-83.3247,30.8426,25,3.1
"306 North Restaurant","Seafood, Southern",Valdosta,-83.2799,30.8332,40,3.9
"Austins Cattle Co","Burger, Seafood, Steak",Valdosta,-83.3170843,30.8164364,40,3.7
"Beijing Cafe","Asian, Chinese, Thai",Valdosta,-83.318554,30.841892,35,3.8
"Bleu Cafe","Pizza, Sandwich",Valdosta,-83.279,30.8308,25,3.7
"Bleu Pub","Burger, Bar Food, Vegetarian",Valdosta,-83.2792,30.8308,10,3.8
"Bubba Jax Crab Shack","Fast Food, Seafood",Valdosta,-83.3085736,30.8223548,40,3.7
"Cheddar's Scratch Kitchen",American,Valdosta,-83.316402,30.824691,25,3.7
"El Cazador",Mexican,Valdosta,-83.28078,30.850888,10,3.7
"Friends Grille and Bar","American, Southern",Valdosta,-83.29633,30.880146,25,3.9
"Giulios Greek & Italian Restaurant","Greek, Italian",Valdosta,-83.2851,30.8433,40,3.8
"La Jalisco Supermercato",Mexican,Valdosta,-83.281,30.8465,10,3.5
"Masato Japanese","Japanese, Sushi",Valdosta,-83.310343,30.846763,25,3.9
"Mom & Dad's Italian Restaurant",Italian,Valdosta,-83.3283,30.8971,25,3.7
"Mori's Japanese Steakhouse & Sushi Bar","Japanese, Steak, Sushi",Valdosta,-83.318958,30.841547,70,3.5
"Passage 2 India","Indian, Middle Eastern",Valdosta,-83.289338,30.87114,25,3.8
"Rodeo Mexican Restaurant",Mexican,Valdosta,-83.2868,30.868,25,3.8
"Steel Magnolias",Southern,Valdosta,-83.2796,30.8316,40,3.8
"Smok'n Pig B-B-Q",BBQ,Valdosta,-83.332796,30.897087,25,4.1
"Blue House Cafe","Coffee and Tea, Mediterranean",Vernonia,-123.1954368,45.858667,10,4.3
"Anchorage Cafe Restaurant Wine Bar","Coffee and Tea, Tapas, Australian","Victor Harbor",138.624316,-35.5536609,20,3.6
"Lake House Restaurant","Italian, Mediterranean, Pizza","Vineland Station",-79.3791465,43.1868697,70,4.3
"Masala Grill & Coffee House","Indian, Middle Eastern",Waterloo,-92.456343,42.516908,10,3.2
"Brown Bottle The Cedar Falls","Italian, Pizza, Vegetarian",Waterloo,-92.4507,42.5464,25,3.7
"Four Queens Dairy Cream",Desserts,Waterloo,-92.4599,42.5377,10,3.9
"Hong Kong Chinese Restaurant",Chinese,Waterloo,-92.4322,42.5133,10,3.8
"HuHot Mongolian Grill","Asian, Chinese",Waterloo,-92.432177,42.512646,25,3.7
"J's Homestyle Cooking","American, Breakfast",Waterloo,-92.466597,42.509472,10,3.6
Montage,"American, Italian, Seafood",Waterloo,-92.4453,42.5366,40,3.6
"Mulligan's Brick Oven Grill","Burger, Pizza, Sandwich",Waterloo,-92.444,42.5219,25,3.6
Sakura,"Japanese, Sushi",Waterloo,-92.426215,42.51259,40,3.8
Scratch,"Coffee and Tea, Desserts, Beverages",Waterloo,-92.4457417,42.5354081,10,3.7
"SOHO Sushi Bar & Deli","Sandwich, Sushi, Tapas",Waterloo,-92.4457,42.5375,25,3.6
"Texas Roadhouse","American, BBQ, Steak",Waterloo,-92.4291,42.5127,25,3.6
"Tony's La Pizzeria","Pizza, Sandwich",Waterloo,-92.445723,42.53489,25,3.6
Chapala,Mexican,Waterloo,-92.323032,42.477281,25,3.6
"Galleria de Paco",American,Waterloo,-92.339721,42.494908,40,3.6
"Golden China",Chinese,Waterloo,-92.356066,42.458979,10,3.7
"Rudy's Tacos",Mexican,Waterloo,-92.3772,42.499705,25,3.6
"The Screaming Eagle","American, Bar Food",Waterloo,-92.335523,42.4984,10,3.7
"The Thai Bowl",Thai,Waterloo,-92.335769,42.497919,10,3.5
"Tokyo Japanese Steak House","Japanese, Steak, Sushi",Waterloo,-92.3234,42.46558,25,3.9
"Theo Yianni's Authentic Greek Restaurant","Burger, Greek, Sandwich",Weirton,-80.529488,40.396043,25,3.9
"Fishpatrick's Crabby Cafe","Burger, Seafood, Steak","Winchester Bay",-124.175346,43.678998,25,3.2
"Arigato Sushi",Asian,Yorkton,-102.4613173,51.2106824,25,3.3
Denny's,American,"Abu Dhabi",54.38279729,24.49550307,51.30,4.6
"Famous Dave's Barbecue",American,"Abu Dhabi",54.38294616,24.49569253,70.20,4.6
"Pizza Di Rocco","Italian, Pizza","Abu Dhabi",54.38193094,24.48557932,40.50,4.4
"Sofra Istanbul","Turkish, Arabian, Middle Eastern","Abu Dhabi",54.37127855,24.47756501,18.90,4.3
Salt,"Fast Food, Burger","Abu Dhabi",54.38080709,24.4543119,27.00,4.2
"Genghis Grill",Asian,"Abu Dhabi",54.37500816,24.47083582,48.60,4.6
"Olive Garden","Italian, Pizza","Abu Dhabi",54.37332205,24.46936983,62.10,4.1
"Cho Gao - Crowne Plaza Abu Dhabi","Thai, Japanese, Chinese, Indonesian, Vietnamese","Abu Dhabi",54.365694,24.491235,94.50,4.4
Gazebo,"Indian, North Indian, Mughlai, Biryani","Abu Dhabi",54.52412188,24.33421694,32.40,4
