ym,region,state,gender,category,order_cnt
2020-11,Midwest,IN,F,"Mobiles & Tablets",22
2020-11,Midwest,IN,F,Others,10
2020-11,Midwest,IN,M,Appliances,1
2020-11,Midwest,IN,M,"Beauty & Grooming",1
2020-11,Midwest,IN,M,Computing,5
2020-11,Midwest,IN,M,Entertainment,18
2020-11,Midwest,IN,M,"Home & Living",9
2020-11,Midwest,IN,M,"Kids & Baby",1
2020-11,Midwest,IN,M,"Mobiles & Tablets",43
2020-11,Midwest,IN,M,Others,6
2020-11,Midwest,IN,M,Soghaat,1
2020-11,Midwest,IN,M,Superstore,3
2020-11,Midwest,IN,M,"Women's Fashion",7
2020-11,Midwest,KS,F,Appliances,2
2020-11,Midwest,KS,F,Computing,2
2020-11,Midwest,KS,F,Entertainment,1
2020-11,Midwest,KS,F,"Home & Living",1
2020-11,Midwest,KS,F,"Mobiles & Tablets",14
2020-11,Midwest,KS,F,Others,7
2020-11,Midwest,KS,F,Soghaat,1
2020-11,Midwest,KS,F,"Women's Fashion",2
2020-11,Midwest,KS,M,Appliances,3
2020-11,Midwest,KS,M,"Beauty & Grooming",1
2020-11,Midwest,KS,M,Entertainment,6
2020-11,Midwest,KS,M,"Mobiles & Tablets",9
2020-11,Midwest,KS,M,Others,13
2020-11,Midwest,KS,M,"Women's Fashion",3
2020-11,Midwest,MI,F,Appliances,2
2020-11,Midwest,MI,F,"Beauty & Grooming",3
2020-11,Midwest,MI,F,Computing,5
2020-11,Midwest,MI,F,Entertainment,6
2020-11,Midwest,MI,F,"Health & Sports",1
2020-11,Midwest,MI,F,"Kids & Baby",1
2020-11,Midwest,MI,F,"Men's Fashion",7
2020-11,Midwest,MI,F,"Mobiles & Tablets",19
2020-11,Midwest,MI,F,Others,7
2020-11,Midwest,MI,F,Superstore,7
2020-11,Midwest,MI,F,"Women's Fashion",9
2020-11,Midwest,MI,M,"Beauty & Grooming",3
2020-11,Midwest,MI,M,Entertainment,11
2020-11,Midwest,MI,M,"Men's Fashion",5
2020-11,Midwest,MI,M,"Mobiles & Tablets",26
2020-11,Midwest,MI,M,Others,23
2020-11,Midwest,MI,M,"Women's Fashion",8
2020-11,Midwest,MN,F,Appliances,4
2020-11,Midwest,MN,F,Computing,4
2020-11,Midwest,MN,F,Entertainment,12
2020-11,Midwest,MN,F,"Kids & Baby",1
2020-11,Midwest,MN,F,"Men's Fashion",5
2020-11,Midwest,MN,F,"Mobiles & Tablets",23
2020-11,Midwest,MN,F,Others,10
2020-11,Midwest,MN,F,Superstore,7
2020-11,Midwest,MN,F,"Women's Fashion",2
2020-11,Midwest,MN,M,Appliances,11
2020-11,Midwest,MN,M,Computing,10
2020-11,Midwest,MN,M,Entertainment,17
2020-11,Midwest,MN,M,"Health & Sports",2
2020-11,Midwest,MN,M,"Men's Fashion",22
2020-11,Midwest,MN,M,"Mobiles & Tablets",30
2020-11,Midwest,MN,M,Others,13
2020-11,Midwest,MN,M,Soghaat,6
2020-11,Midwest,MN,M,Superstore,28
2020-11,Midwest,MN,M,"Women's Fashion",23
2020-11,Midwest,MO,F,Appliances,2
2020-11,Midwest,MO,F,"Beauty & Grooming",2
2020-11,Midwest,MO,F,Computing,3
2020-11,Midwest,MO,F,Entertainment,1
2020-11,Midwest,MO,F,"Home & Living",1
2020-11,Midwest,MO,F,"Kids & Baby",1
2020-11,Midwest,MO,F,"Men's Fashion",4
2020-11,Midwest,MO,F,"Mobiles & Tablets",16
2020-11,Midwest,MO,F,Others,16
2020-11,Midwest,MO,F,Superstore,1
2020-11,Midwest,MO,F,"Women's Fashion",3
2020-11,Midwest,MO,M,Appliances,13
2020-11,Midwest,MO,M,"Beauty & Grooming",2
2020-11,Midwest,MO,M,Computing,1
2020-11,Midwest,MO,M,Entertainment,4
2020-11,Midwest,MO,M,"Health & Sports",1
2020-11,Midwest,MO,M,"Home & Living",2
2020-11,Midwest,MO,M,"Kids & Baby",1
2020-11,Midwest,MO,M,"Men's Fashion",2
2020-11,Midwest,MO,M,"Mobiles & Tablets",28
2020-11,Midwest,MO,M,Others,14
2020-11,Midwest,MO,M,Superstore,5
2020-11,Midwest,MO,M,"Women's Fashion",4
2020-11,Midwest,ND,F,Computing,4
2020-11,Midwest,ND,F,Entertainment,6
2020-11,Midwest,ND,F,"Men's Fashion",1
2020-11,Midwest,ND,F,"Mobiles & Tablets",10
2020-11,Midwest,ND,F,Others,1
2020-11,Midwest,ND,M,Appliances,1
2020-11,Midwest,ND,M,"Beauty & Grooming",3
2020-11,Midwest,ND,M,Entertainment,3
2020-11,Midwest,ND,M,"Home & Living",2
2020-11,Midwest,ND,M,"Mobiles & Tablets",8
2020-11,Midwest,ND,M,Others,5
2020-11,Midwest,ND,M,Soghaat,9
2020-11,Midwest,NE,F,Appliances,5
2020-11,Midwest,NE,F,"Beauty & Grooming",1
2020-11,Midwest,NE,F,Computing,2
2020-11,Midwest,NE,F,Entertainment,3
2020-11,Midwest,NE,F,"Men's Fashion",2
2020-11,Midwest,NE,F,"Mobiles & Tablets",11
2020-11,Midwest,NE,F,Others,6
2020-11,Midwest,NE,F,"Women's Fashion",8
2020-11,Midwest,NE,M,Appliances,1
2020-11,Midwest,NE,M,Entertainment,6
2020-11,Midwest,NE,M,"Mobiles & Tablets",25
2020-11,Midwest,NE,M,Others,17
2020-11,Midwest,OH,F,Appliances,7
2020-11,Midwest,OH,F,"Beauty & Grooming",9
2020-11,Midwest,OH,F,Computing,1
2020-11,Midwest,OH,F,Entertainment,16
2020-11,Midwest,OH,F,"Home & Living",3
2020-11,Midwest,OH,F,"Kids & Baby",1
2020-11,Midwest,OH,F,"Men's Fashion",7
2020-11,Midwest,OH,F,"Mobiles & Tablets",39
2020-11,Midwest,OH,F,Others,9
2020-11,Midwest,OH,F,Superstore,24
2020-11,Midwest,OH,F,"Women's Fashion",5
2020-11,Midwest,OH,M,Appliances,1
2020-11,Midwest,OH,M,"Beauty & Grooming",4
2020-11,Midwest,OH,M,Computing,5
2020-11,Midwest,OH,M,Entertainment,13
2020-11,Midwest,OH,M,"Kids & Baby",6
2020-11,Midwest,OH,M,"Men's Fashion",1
2020-11,Midwest,OH,M,"Mobiles & Tablets",21
2020-11,Midwest,OH,M,Others,19
2020-11,Midwest,OH,M,Superstore,23
2020-11,Midwest,OH,M,"Women's Fashion",1
2020-11,Midwest,SD,F,Entertainment,4
2020-11,Midwest,SD,F,"Mobiles & Tablets",4
2020-11,Midwest,SD,F,Others,6
2020-11,Midwest,SD,M,Books,4
2020-11,Midwest,SD,M,Entertainment,1
2020-11,Midwest,SD,M,"Men's Fashion",7
2020-11,Midwest,SD,M,"Mobiles & Tablets",6
2020-11,Midwest,SD,M,Others,10
2020-11,Midwest,SD,M,Soghaat,1
2020-11,Midwest,SD,M,Superstore,4
2020-11,Midwest,WI,F,Entertainment,13
2020-11,Midwest,WI,F,"Health & Sports",1
2020-11,Midwest,WI,F,"Men's Fashion",2
2020-11,Midwest,WI,F,"Mobiles & Tablets",22
2020-11,Midwest,WI,F,Others,8
2020-11,Midwest,WI,M,Computing,3
2020-11,Midwest,WI,M,Entertainment,8
2020-11,Midwest,WI,M,"Health & Sports",2
2020-11,Midwest,WI,M,"Men's Fashion",1
2020-11,Midwest,WI,M,"Mobiles & Tablets",37
2020-11,Midwest,WI,M,Others,5
2020-11,Midwest,WI,M,Superstore,2
2020-11,Midwest,WI,M,"Women's Fashion",2
2020-11,Northeast,CT,F,Computing,2
2020-11,Northeast,CT,F,"Men's Fashion",2
2020-11,Northeast,CT,F,"Mobiles & Tablets",5
2020-11,Northeast,CT,F,Others,1
2020-11,Northeast,CT,M,"Kids & Baby",3
2020-11,Northeast,CT,M,"Men's Fashion",1
2020-11,Northeast,CT,M,"Mobiles & Tablets",3
2020-11,Northeast,CT,M,Others,16
2020-11,Northeast,CT,M,"School & Education",1
2020-11,Northeast,CT,M,"Women's Fashion",1
2020-11,Northeast,MA,F,Appliances,1
2020-11,Northeast,MA,F,"Beauty & Grooming",1
2020-11,Northeast,MA,F,Computing,6
2020-11,Northeast,MA,F,Entertainment,23
2020-11,Northeast,MA,F,"Kids & Baby",1
2020-11,Northeast,MA,F,"Mobiles & Tablets",31
2020-11,Northeast,MA,F,Others,8
2020-11,Northeast,MA,F,Superstore,1
2020-11,Northeast,MA,F,"Women's Fashion",2
2020-11,Northeast,MA,M,Appliances,5
2020-11,Northeast,MA,M,"Beauty & Grooming",3
2020-11,Northeast,MA,M,Computing,2
2020-11,Northeast,MA,M,Entertainment,6
2020-11,Northeast,MA,M,"Mobiles & Tablets",29
2020-11,Northeast,MA,M,Others,7
2020-11,Northeast,MA,M,Soghaat,1
2020-11,Northeast,MA,M,Superstore,5
2020-11,Northeast,MA,M,"Women's Fashion",18
2020-11,Northeast,ME,F,Computing,3
2020-11,Northeast,ME,F,"Mobiles & Tablets",8
2020-11,Northeast,ME,F,Others,11
2020-11,Northeast,ME,F,Superstore,1
2020-11,Northeast,ME,F,"Women's Fashion",2
2020-11,Northeast,ME,M,Appliances,2
2020-11,Northeast,ME,M,"Beauty & Grooming",1
2020-11,Northeast,ME,M,"Men's Fashion",1
2020-11,Northeast,ME,M,"Mobiles & Tablets",10
2020-11,Northeast,ME,M,Others,5
2020-11,Northeast,NH,F,Appliances,2
2020-11,Northeast,NH,F,"Mobiles & Tablets",11
2020-11,Northeast,NH,F,Others,10
2020-11,Northeast,NH,M,"Health & Sports",1
2020-11,Northeast,NH,M,"Men's Fashion",1
2020-11,Northeast,NH,M,"Mobiles & Tablets",1
2020-11,Northeast,NH,M,Others,4
2020-11,Northeast,NH,M,Superstore,1
2020-11,Northeast,NJ,F,Appliances,1
2020-11,Northeast,NJ,F,"Beauty & Grooming",2
2020-11,Northeast,NJ,F,"Men's Fashion",1
2020-11,Northeast,NJ,F,"Mobiles & Tablets",29
2020-11,Northeast,NJ,F,Others,9
2020-11,Northeast,NJ,F,"Women's Fashion",92
2020-11,Northeast,NJ,M,Appliances,4
2020-11,Northeast,NJ,M,Computing,2
2020-11,Northeast,NJ,M,Entertainment,2
2020-11,Northeast,NJ,M,"Health & Sports",1
2020-11,Northeast,NJ,M,"Home & Living",1
2020-11,Northeast,NJ,M,"Men's Fashion",9
2020-11,Northeast,NJ,M,"Mobiles & Tablets",12
2020-11,Northeast,NJ,M,Others,9
2020-11,Northeast,NJ,M,Soghaat,2
2020-11,Northeast,NJ,M,Superstore,2
2020-11,Northeast,NY,F,Appliances,1
2020-11,Northeast,NY,F,"Beauty & Grooming",17
2020-11,Northeast,NY,F,Books,1
2020-11,Northeast,NY,F,Computing,10
2020-11,Northeast,NY,F,Entertainment,21
2020-11,Northeast,NY,F,"Home & Living",3
2020-11,Northeast,NY,F,"Kids & Baby",1
2020-11,Northeast,NY,F,"Men's Fashion",7
2020-11,Northeast,NY,F,"Mobiles & Tablets",51
2020-11,Northeast,NY,F,Others,42
2020-11,Northeast,NY,F,Soghaat,1
2020-11,Northeast,NY,F,Superstore,6
2020-11,Northeast,NY,F,"Women's Fashion",16
2020-11,Northeast,NY,M,Appliances,11
2020-11,Northeast,NY,M,"Beauty & Grooming",3
2020-11,Northeast,NY,M,Computing,11
2020-11,Northeast,NY,M,Entertainment,17
2020-11,Northeast,NY,M,"Health & Sports",4
2020-11,Northeast,NY,M,"Home & Living",6
2020-11,Northeast,NY,M,"Kids & Baby",4
2020-11,Northeast,NY,M,"Men's Fashion",15
2020-11,Northeast,NY,M,"Mobiles & Tablets",44
2020-11,Northeast,NY,M,Others,34
2020-11,Northeast,NY,M,Soghaat,2
2020-11,Northeast,NY,M,Superstore,3
2020-11,Northeast,NY,M,"Women's Fashion",19
2020-11,Northeast,PA,F,Appliances,18
2020-11,Northeast,PA,F,"Beauty & Grooming",3
2020-11,Northeast,PA,F,Books,2
2020-11,Northeast,PA,F,Computing,4
2020-11,Northeast,PA,F,Entertainment,19
2020-11,Northeast,PA,F,"Health & Sports",1
2020-11,Northeast,PA,F,"Home & Living",4
2020-11,Northeast,PA,F,"Kids & Baby",1
2020-11,Northeast,PA,F,"Men's Fashion",5
2020-11,Northeast,PA,F,"Mobiles & Tablets",72
2020-11,Northeast,PA,F,Others,68
2020-11,Northeast,PA,F,"School & Education",1
2020-11,Northeast,PA,F,"Women's Fashion",2
2020-11,Northeast,PA,M,Appliances,2
2020-11,Northeast,PA,M,"Beauty & Grooming",2
2020-11,Northeast,PA,M,Computing,22
2020-11,Northeast,PA,M,Entertainment,12
2020-11,Northeast,PA,M,"Health & Sports",1
2020-11,Northeast,PA,M,"Home & Living",1
2020-11,Northeast,PA,M,"Kids & Baby",4
2020-11,Northeast,PA,M,"Men's Fashion",4
2020-11,Northeast,PA,M,"Mobiles & Tablets",55
2020-11,Northeast,PA,M,Others,26
2020-11,Northeast,PA,M,"School & Education",1
2020-11,Northeast,PA,M,Superstore,6
2020-11,Northeast,PA,M,"Women's Fashion",9
2020-11,Northeast,RI,M,Entertainment,1
2020-11,Northeast,RI,M,"Women's Fashion",1
2020-11,Northeast,VT,F,Appliances,1
2020-11,Northeast,VT,F,"Beauty & Grooming",1
2020-11,Northeast,VT,F,Computing,2
2020-11,Northeast,VT,F,Entertainment,4
2020-11,Northeast,VT,F,"Mobiles & Tablets",2
2020-11,Northeast,VT,F,Soghaat,1
2020-11,Northeast,VT,F,Superstore,5
2020-11,Northeast,VT,M,"Beauty & Grooming",1
2020-11,Northeast,VT,M,Computing,1
2020-11,Northeast,VT,M,"Men's Fashion",4
2020-11,Northeast,VT,M,"Mobiles & Tablets",3
2020-11,Northeast,VT,M,Others,6
2020-11,Northeast,VT,M,"Women's Fashion",4
2020-11,South,AL,F,Appliances,4
2020-11,South,AL,F,Computing,10
2020-11,South,AL,F,Entertainment,9
2020-11,South,AL,F,"Home & Living",5
2020-11,South,AL,F,"Mobiles & Tablets",41
2020-11,South,AL,F,Others,12
2020-11,South,AL,F,Superstore,1
2020-11,South,AL,M,Appliances,2
2020-11,South,AL,M,"Beauty & Grooming",1
2020-11,South,AL,M,Computing,3
2020-11,South,AL,M,Entertainment,4
2020-11,South,AL,M,"Mobiles & Tablets",11
2020-11,South,AL,M,Others,3
2020-11,South,AL,M,Soghaat,1
2020-11,South,AL,M,Superstore,3
2020-11,South,AL,M,"Women's Fashion",5
2020-11,South,AR,F,Appliances,4
2020-11,South,AR,F,Computing,2
2020-11,South,AR,F,Entertainment,3
2020-11,South,AR,F,"Home & Living",1
2020-11,South,AR,F,"Men's Fashion",2
2020-11,South,AR,F,"Mobiles & Tablets",14
2020-11,South,AR,F,Others,5
2020-11,South,AR,F,Soghaat,1
2020-11,South,AR,F,Superstore,14
2020-11,South,AR,F,"Women's Fashion",2
2020-11,South,AR,M,Appliances,2
2020-11,South,AR,M,Computing,3
2020-11,South,AR,M,Entertainment,3
2020-11,South,AR,M,"Men's Fashion",2
2020-11,South,AR,M,"Mobiles & Tablets",50
2020-11,South,AR,M,Others,15
2020-11,South,AR,M,Soghaat,7
2020-11,South,AR,M,Superstore,2
2020-11,South,AR,M,"Women's Fashion",1
2020-11,South,DC,F,"Beauty & Grooming",1
2020-11,South,DC,F,Entertainment,12
2020-11,South,DC,F,"Mobiles & Tablets",3
2020-11,South,DC,F,Others,1
2020-11,South,DC,M,Appliances,1
2020-11,South,DC,M,Computing,18
2020-11,South,DC,M,Entertainment,3
2020-11,South,DC,M,"Mobiles & Tablets",2
2020-11,South,DC,M,Others,8
2020-11,South,DE,F,Appliances,1
2020-11,South,DE,F,Books,1
2020-11,South,DE,F,Entertainment,1
2020-11,South,DE,F,"Mobiles & Tablets",6
2020-11,South,DE,F,Others,1
2020-11,South,DE,F,Soghaat,5
2020-11,South,DE,M,"Mobiles & Tablets",1
2020-11,South,FL,F,Appliances,17
2020-11,South,FL,F,"Beauty & Grooming",1
2020-11,South,FL,F,Computing,10
2020-11,South,FL,F,Entertainment,18
2020-11,South,FL,F,"Kids & Baby",1
2020-11,South,FL,F,"Men's Fashion",11
2020-11,South,FL,F,"Mobiles & Tablets",48
2020-11,South,FL,F,Others,33
2020-11,South,FL,F,Soghaat,2
2020-11,South,FL,F,Superstore,3
2020-11,South,FL,F,"Women's Fashion",12
2020-11,South,FL,M,Appliances,4
2020-11,South,FL,M,Computing,6
2020-11,South,FL,M,Entertainment,11
2020-11,South,FL,M,"Health & Sports",1
2020-11,South,FL,M,"Kids & Baby",8
2020-11,South,FL,M,"Men's Fashion",4
2020-11,South,FL,M,"Mobiles & Tablets",75
2020-11,South,FL,M,Others,27
2020-11,South,FL,M,Superstore,2
2020-11,South,FL,M,"Women's Fashion",10
2020-11,South,GA,F,Appliances,1
2020-11,South,GA,F,"Beauty & Grooming",2
2020-11,South,GA,F,Books,1
2020-11,South,GA,F,Entertainment,5
2020-11,South,GA,F,"Kids & Baby",2
2020-11,South,GA,F,"Mobiles & Tablets",23
2020-11,South,GA,F,Others,27
2020-11,South,GA,F,Soghaat,1
2020-11,South,GA,F,Superstore,1
2020-11,South,GA,M,"Beauty & Grooming",1
2020-11,South,GA,M,Computing,2
2020-11,South,GA,M,Entertainment,7
2020-11,South,GA,M,"Health & Sports",1
2020-11,South,GA,M,"Men's Fashion",2
2020-11,South,GA,M,"Mobiles & Tablets",15
2020-11,South,GA,M,Others,21
2020-11,South,GA,M,Soghaat,1
2020-11,South,GA,M,"Women's Fashion",3
2020-11,South,KY,F,Appliances,9
2020-11,South,KY,F,"Beauty & Grooming",5
2020-11,South,KY,F,Computing,6
2020-11,South,KY,F,Entertainment,20
2020-11,South,KY,F,"Kids & Baby",3
2020-11,South,KY,F,"Men's Fashion",6
2020-11,South,KY,F,"Mobiles & Tablets",24
2020-11,South,KY,F,Others,23
2020-11,South,KY,F,"Women's Fashion",24
2020-11,South,KY,M,Appliances,7
2020-11,South,KY,M,"Beauty & Grooming",2
2020-11,South,KY,M,Computing,4
2020-11,South,KY,M,Entertainment,15
2020-11,South,KY,M,"Home & Living",2
2020-11,South,KY,M,"Kids & Baby",2
2020-11,South,KY,M,"Men's Fashion",1
2020-11,South,KY,M,"Mobiles & Tablets",12
2020-11,South,KY,M,Others,16
2020-11,South,KY,M,Superstore,2
2020-11,South,KY,M,"Women's Fashion",4
2020-11,South,LA,F,Appliances,2
2020-11,South,LA,F,"Beauty & Grooming",3
2020-11,South,LA,F,Computing,1
2020-11,South,LA,F,Entertainment,5
2020-11,South,LA,F,"Health & Sports",1
2020-11,South,LA,F,"Mobiles & Tablets",18
2020-11,South,LA,F,Others,2
2020-11,South,LA,F,Soghaat,1
2020-11,South,LA,F,Superstore,4
2020-11,South,LA,F,"Women's Fashion",8
2020-11,South,LA,M,"Beauty & Grooming",4
2020-11,South,LA,M,Computing,9
2020-11,South,LA,M,Entertainment,2
2020-11,South,LA,M,"Home & Living",4
2020-11,South,LA,M,"Mobiles & Tablets",15
2020-11,South,LA,M,Others,13
2020-11,South,LA,M,Soghaat,4
2020-11,South,LA,M,"Women's Fashion",2
2020-11,South,MD,F,Appliances,5
2020-11,South,MD,F,"Beauty & Grooming",1
2020-11,South,MD,F,Computing,8
2020-11,South,MD,F,Entertainment,2
2020-11,South,MD,F,"Mobiles & Tablets",34
2020-11,South,MD,F,Others,9
2020-11,South,MD,F,"Women's Fashion",7
2020-11,South,MD,M,"Beauty & Grooming",2
2020-11,South,MD,M,Entertainment,3
2020-11,South,MD,M,"Men's Fashion",8
2020-11,South,MD,M,"Mobiles & Tablets",16
2020-11,South,MD,M,Others,5
2020-11,South,MD,M,"Women's Fashion",1
2020-11,South,MS,F,Appliances,1
2020-11,South,MS,F,"Beauty & Grooming",1
2020-11,South,MS,F,Computing,1
2020-11,South,MS,F,Entertainment,2
2020-11,South,MS,F,"Health & Sports",1
2020-11,South,MS,F,"Men's Fashion",1
2020-11,South,MS,F,"Mobiles & Tablets",14
2020-11,South,MS,F,Others,9
2020-11,South,MS,F,"Women's Fashion",2
2020-11,South,MS,M,Computing,1
2020-11,South,MS,M,Entertainment,4
2020-11,South,MS,M,"Mobiles & Tablets",4
2020-11,South,MS,M,Others,13
2020-11,South,MS,M,"Women's Fashion",3
2020-11,South,NC,F,Appliances,1
2020-11,South,NC,F,"Beauty & Grooming",1
2020-11,South,NC,F,Computing,3
2020-11,South,NC,F,Entertainment,1
2020-11,South,NC,F,"Home & Living",4
2020-11,South,NC,F,"Men's Fashion",5
2020-11,South,NC,F,"Mobiles & Tablets",66
2020-11,South,NC,F,Others,25
2020-11,South,NC,F,Superstore,4
2020-11,South,NC,F,"Women's Fashion",19
2020-11,South,NC,M,Appliances,5
2020-11,South,NC,M,Computing,1
2020-11,South,NC,M,Entertainment,2
2020-11,South,NC,M,"Home & Living",3
2020-11,South,NC,M,"Men's Fashion",1
2020-11,South,NC,M,"Mobiles & Tablets",7
2020-11,South,NC,M,Others,21
2020-11,South,NC,M,Superstore,3
2020-11,South,NC,M,"Women's Fashion",3
2020-11,South,OK,F,Appliances,3
2020-11,South,OK,F,"Beauty & Grooming",3
2020-11,South,OK,F,"Health & Sports",1
2020-11,South,OK,F,"Men's Fashion",10
2020-11,South,OK,F,"Mobiles & Tablets",20
2020-11,South,OK,F,Others,15
2020-11,South,OK,F,"Women's Fashion",4
2020-11,South,OK,M,Appliances,3
2020-11,South,OK,M,Computing,1
2020-11,South,OK,M,Entertainment,7
2020-11,South,OK,M,"Kids & Baby",1
2020-11,South,OK,M,"Men's Fashion",1
2020-11,South,OK,M,"Mobiles & Tablets",30
2020-11,South,OK,M,Others,19
2020-11,South,OK,M,Superstore,1
2020-11,South,OK,M,"Women's Fashion",1
2020-11,South,SC,F,Appliances,1
2020-11,South,SC,F,"Beauty & Grooming",1
2020-11,South,SC,F,Computing,1
2020-11,South,SC,F,Entertainment,7
2020-11,South,SC,F,"Home & Living",1
2020-11,South,SC,F,"Men's Fashion",1
2020-11,South,SC,F,"Mobiles & Tablets",13
2020-11,South,SC,F,Others,3
2020-11,South,SC,F,"Women's Fashion",5
2020-11,South,SC,M,Appliances,1
2020-11,South,SC,M,Computing,1
2020-11,South,SC,M,Entertainment,12
2020-11,South,SC,M,"Home & Living",1
2020-11,South,SC,M,"Kids & Baby",1
2020-11,South,SC,M,"Mobiles & Tablets",11
2020-11,South,SC,M,Others,17
2020-11,South,SC,M,"Women's Fashion",3
2020-11,South,TN,F,Appliances,1
2020-11,South,TN,F,"Beauty & Grooming",3
2020-11,South,TN,F,Entertainment,5
2020-11,South,TN,F,"Health & Sports",1
2020-11,South,TN,F,"Mobiles & Tablets",16
2020-11,South,TN,F,Others,12
2020-11,South,TN,F,Soghaat,1
2020-11,South,TN,F,Superstore,1
2020-11,South,TN,F,"Women's Fashion",2
2020-11,South,TN,M,Appliances,1
2020-11,South,TN,M,Entertainment,8
2020-11,South,TN,M,"Home & Living",3
2020-11,South,TN,M,"Men's Fashion",1
2020-11,South,TN,M,"Mobiles & Tablets",25
2020-11,South,TN,M,Others,19
2020-11,South,TN,M,Superstore,1
2020-11,South,TX,F,Appliances,10
2020-11,South,TX,F,"Beauty & Grooming",9
2020-11,South,TX,F,Computing,14
2020-11,South,TX,F,Entertainment,19
2020-11,South,TX,F,"Home & Living",1
2020-11,South,TX,F,"Kids & Baby",8
2020-11,South,TX,F,"Men's Fashion",31
2020-11,South,TX,F,"Mobiles & Tablets",90
2020-11,South,TX,F,Others,33
2020-11,South,TX,F,Soghaat,4
2020-11,South,TX,F,Superstore,9
2020-11,South,TX,F,"Women's Fashion",16
2020-11,South,TX,M,Appliances,10
2020-11,South,TX,M,Computing,16
2020-11,South,TX,M,Entertainment,35
2020-11,South,TX,M,"Kids & Baby",4
2020-11,South,TX,M,"Men's Fashion",3
2020-11,South,TX,M,"Mobiles & Tablets",55
2020-11,South,TX,M,Others,30
2020-11,South,TX,M,Soghaat,1
2020-11,South,TX,M,Superstore,7
2020-11,South,TX,M,"Women's Fashion",9
2020-11,South,VA,F,Appliances,4
2020-11,South,VA,F,"Beauty & Grooming",1
2020-11,South,VA,F,Computing,5
2020-11,South,VA,F,Entertainment,18
2020-11,South,VA,F,"Men's Fashion",5
2020-11,South,VA,F,"Mobiles & Tablets",51
2020-11,South,VA,F,Others,13
2020-11,South,VA,F,Superstore,1
2020-11,South,VA,F,"Women's Fashion",6
2020-11,South,VA,M,Appliances,1
2020-11,South,VA,M,Computing,2
2020-11,South,VA,M,Entertainment,8
2020-11,South,VA,M,"Men's Fashion",1
2020-11,South,VA,M,"Mobiles & Tablets",24
2020-11,South,VA,M,Others,17
2020-11,South,VA,M,"School & Education",1
2020-11,South,VA,M,Soghaat,2
2020-11,South,VA,M,"Women's Fashion",3
2020-11,South,WV,F,Appliances,5
2020-11,South,WV,F,"Beauty & Grooming",2
2020-11,South,WV,F,Computing,6
2020-11,South,WV,F,Entertainment,8
2020-11,South,WV,F,"Home & Living",1
2020-11,South,WV,F,"Men's Fashion",13
2020-11,South,WV,F,"Mobiles & Tablets",33
2020-11,South,WV,F,Others,9
2020-11,South,WV,F,Superstore,1
2020-11,South,WV,F,"Women's Fashion",15
2020-11,South,WV,M,Appliances,2
2020-11,South,WV,M,"Beauty & Grooming",1
2020-11,South,WV,M,Computing,5
2020-11,South,WV,M,Entertainment,6
2020-11,South,WV,M,"Health & Sports",5
2020-11,South,WV,M,"Mobiles & Tablets",17
2020-11,South,WV,M,Others,10
2020-11,South,WV,M,Soghaat,1
2020-11,South,WV,M,Superstore,1
2020-11,South,WV,M,"Women's Fashion",1
2020-11,West,AK,F,Appliances,1
2020-11,West,AK,F,Entertainment,6
2020-11,West,AK,F,"Men's Fashion",1
2020-11,West,AK,F,"Mobiles & Tablets",17
2020-11,West,AK,F,Soghaat,8
2020-11,West,AK,F,Superstore,2
2020-11,West,AK,F,"Women's Fashion",1
2020-11,West,AK,M,Appliances,4
2020-11,West,AK,M,Computing,6
2020-11,West,AK,M,Entertainment,1
2020-11,West,AK,M,"Men's Fashion",9
2020-11,West,AK,M,"Mobiles & Tablets",28
2020-11,West,AK,M,Others,2
2020-11,West,AK,M,"Women's Fashion",9
2020-11,West,AZ,F,Entertainment,3
2020-11,West,AZ,F,"Mobiles & Tablets",8
2020-11,West,AZ,F,Others,9
2020-11,West,AZ,F,"Women's Fashion",5
2020-11,West,AZ,M,Appliances,3
2020-11,West,AZ,M,Computing,2
2020-11,West,AZ,M,Entertainment,19
2020-11,West,AZ,M,"Men's Fashion",1
2020-11,West,AZ,M,"Mobiles & Tablets",11
2020-11,West,AZ,M,Others,11
2020-11,West,AZ,M,Superstore,1
2020-11,West,CA,F,Appliances,8
2020-11,West,CA,F,"Beauty & Grooming",3
2020-11,West,CA,F,Computing,13
2020-11,West,CA,F,Entertainment,18
2020-11,West,CA,F,"Kids & Baby",7
2020-11,West,CA,F,"Men's Fashion",1
2020-11,West,CA,F,"Mobiles & Tablets",62
2020-11,West,CA,F,Others,45
2020-11,West,CA,F,Soghaat,2
2020-11,West,CA,F,Superstore,35
2020-11,West,CA,F,"Women's Fashion",5
2020-11,West,CA,M,Appliances,8
2020-11,West,CA,M,"Beauty & Grooming",16
2020-11,West,CA,M,Books,5
2020-11,West,CA,M,Computing,9
2020-11,West,CA,M,Entertainment,28
2020-11,West,CA,M,"Health & Sports",3
2020-11,West,CA,M,"Home & Living",1
2020-11,West,CA,M,"Kids & Baby",7
2020-11,West,CA,M,"Men's Fashion",36
2020-11,West,CA,M,"Mobiles & Tablets",125
2020-11,West,CA,M,Others,37
2020-11,West,CA,M,Superstore,7
2020-11,West,CA,M,"Women's Fashion",19
2020-11,West,CO,F,Appliances,1
2020-11,West,CO,F,"Beauty & Grooming",1
2020-11,West,CO,F,Computing,1
2020-11,West,CO,F,Entertainment,4
2020-11,West,CO,F,"Men's Fashion",1
