ym,region,state,category,gender,age_bin,order_cnt
2020-10,South,FL,Soghaat,M,60s,1
2020-10,South,FL,Superstore,F,20s,1
2020-10,South,FL,Superstore,F,30s,1
2020-10,South,FL,Superstore,F,50s,1
2020-10,South,FL,"Women's Fashion",F,30s,1
2020-10,South,FL,"Women's Fashion",M,60s,1
2020-10,South,FL,"Women's Fashion",M,70+,1
2020-10,South,GA,Appliances,F,30s,1
2020-10,South,GA,"Beauty & Grooming",F,70+,1
2020-10,South,GA,"Beauty & Grooming",M,30s,1
2020-10,South,GA,Entertainment,F,20s,1
2020-10,South,GA,Entertainment,F,30s,3
2020-10,South,GA,Entertainment,M,20s,1
2020-10,South,GA,Entertainment,M,60s,1
2020-10,South,GA,"Home & Living",F,70+,1
2020-10,South,GA,"Men's Fashion",F,40s,1
2020-10,South,GA,"Men's Fashion",M,50s,1
2020-10,South,GA,"Mobiles & Tablets",F,20s,2
2020-10,South,GA,"Mobiles & Tablets",F,40s,1
2020-10,South,GA,"Mobiles & Tablets",F,60s,1
2020-10,South,GA,"Mobiles & Tablets",F,70+,3
2020-10,South,GA,"Mobiles & Tablets",M,40s,6
2020-10,South,GA,"Mobiles & Tablets",M,50s,5
2020-10,South,GA,Soghaat,F,70+,1
2020-10,South,GA,Superstore,F,70+,1
2020-10,South,GA,"Women's Fashion",M,20s,2
2020-10,South,GA,"Women's Fashion",M,40s,1
2020-10,South,KY,Appliances,F,30s,11
2020-10,South,KY,Appliances,M,20s,2
2020-10,South,KY,Appliances,M,60s,1
2020-10,South,KY,"Beauty & Grooming",M,20s,2
2020-10,South,KY,Computing,M,50s,1
2020-10,South,KY,Computing,M,70+,7
2020-10,South,KY,Entertainment,F,40s,1
2020-10,South,KY,Entertainment,F,60s,1
2020-10,South,KY,Entertainment,M,20s,2
2020-10,South,KY,Entertainment,M,40s,1
2020-10,South,KY,Entertainment,M,70+,1
2020-10,South,KY,"Health & Sports",M,50s,1
2020-10,South,KY,"Home & Living",M,50s,1
2020-10,South,KY,"Home & Living",M,70+,2
2020-10,South,KY,"Men's Fashion",F,40s,1
2020-10,South,KY,"Men's Fashion",F,70+,2
2020-10,South,KY,"Men's Fashion",M,20s,2
2020-10,South,KY,"Men's Fashion",M,70+,9
2020-10,South,KY,"Mobiles & Tablets",F,50s,3
2020-10,South,KY,"Mobiles & Tablets",M,20s,2
2020-10,South,KY,"Mobiles & Tablets",M,30s,2
2020-10,South,KY,"Mobiles & Tablets",M,50s,3
2020-10,South,KY,"Mobiles & Tablets",M,70+,39
2020-10,South,KY,Soghaat,M,40s,1
2020-10,South,KY,Superstore,M,20s,1
2020-10,South,KY,Superstore,M,50s,1
2020-10,South,KY,Superstore,M,60s,1
2020-10,South,KY,"Women's Fashion",F,50s,2
2020-10,South,KY,"Women's Fashion",M,20s,10
2020-10,South,KY,"Women's Fashion",M,30s,1
2020-10,South,KY,"Women's Fashion",M,60s,1
2020-10,South,KY,"Women's Fashion",M,70+,76
2020-10,South,LA,"Beauty & Grooming",F,50s,1
2020-10,South,LA,"Beauty & Grooming",M,20s,1
2020-10,South,LA,Computing,F,50s,1
2020-10,South,LA,Entertainment,M,40s,1
2020-10,South,LA,Entertainment,M,70+,1
2020-10,South,LA,"Health & Sports",M,40s,2
2020-10,South,LA,"Home & Living",F,70+,1
2020-10,South,LA,"Mobiles & Tablets",F,20s,4
2020-10,South,LA,"Mobiles & Tablets",F,30s,2
2020-10,South,LA,"Mobiles & Tablets",F,40s,1
2020-10,South,LA,"Mobiles & Tablets",F,60s,1
2020-10,South,LA,"Mobiles & Tablets",M,20s,6
2020-10,South,LA,"Mobiles & Tablets",M,40s,2
2020-10,South,LA,"Mobiles & Tablets",M,50s,2
2020-10,South,LA,"Mobiles & Tablets",M,60s,1
2020-10,South,LA,Soghaat,M,20s,1
2020-10,South,LA,"Women's Fashion",M,20s,1
2020-10,South,MD,Appliances,F,30s,1
2020-10,South,MD,Appliances,F,50s,1
2020-10,South,MD,Appliances,M,60s,1
2020-10,South,MD,Computing,F,50s,1
2020-10,South,MD,Entertainment,M,60s,1
2020-10,South,MD,"Home & Living",F,50s,1
2020-10,South,MD,"Kids & Baby",M,60s,1
2020-10,South,MD,"Men's Fashion",M,30s,1
2020-10,South,MD,"Men's Fashion",M,60s,1
2020-10,South,MD,"Mobiles & Tablets",F,20s,1
2020-10,South,MD,"Mobiles & Tablets",M,30s,1
2020-10,South,MD,"Mobiles & Tablets",M,60s,1
2020-10,South,MD,Superstore,F,50s,1
2020-10,South,MS,Computing,M,60s,1
2020-10,South,MS,Entertainment,M,50s,1
2020-10,South,MS,"Health & Sports",F,50s,1
2020-10,South,MS,"Health & Sports",F,60s,1
2020-10,South,MS,"Home & Living",M,30s,1
2020-10,South,MS,"Mobiles & Tablets",F,60s,1
2020-10,South,MS,"Mobiles & Tablets",M,50s,2
2020-10,South,MS,"Mobiles & Tablets",M,60s,1
2020-10,South,MS,"Women's Fashion",M,50s,1
2020-10,South,MS,"Women's Fashion",M,70+,1
2020-10,South,NC,Appliances,M,40s,2
2020-10,South,NC,"Beauty & Grooming",M,30s,1
2020-10,South,NC,"Beauty & Grooming",M,40s,1
2020-10,South,NC,Computing,F,20s,3
2020-10,South,NC,Computing,F,30s,1
2020-10,South,NC,Entertainment,F,20s,3
2020-10,South,NC,Entertainment,F,40s,1
2020-10,South,NC,Entertainment,F,50s,3
2020-10,South,NC,Entertainment,F,60s,2
2020-10,South,NC,Entertainment,M,20s,2
2020-10,South,NC,"Kids & Baby",M,50s,2
2020-10,South,NC,"Men's Fashion",F,20s,1
2020-10,South,NC,"Men's Fashion",F,30s,1
2020-10,South,NC,"Men's Fashion",F,40s,1
2020-10,South,NC,"Men's Fashion",M,40s,1
2020-10,South,NC,"Mobiles & Tablets",F,20s,26
2020-10,South,NC,"Mobiles & Tablets",F,50s,6
2020-10,South,NC,"Mobiles & Tablets",F,60s,11
2020-10,South,NC,"Mobiles & Tablets",M,10s,1
2020-10,South,NC,"Mobiles & Tablets",M,20s,2
2020-10,South,NC,"Mobiles & Tablets",M,30s,1
2020-10,South,NC,"Mobiles & Tablets",M,50s,1
2020-10,South,NC,"Mobiles & Tablets",M,60s,1
2020-10,South,NC,Soghaat,F,30s,2
2020-10,South,NC,"Women's Fashion",F,20s,1
2020-10,South,NC,"Women's Fashion",F,50s,1
2020-10,South,OK,Appliances,F,30s,1
2020-10,South,OK,Appliances,M,30s,1
2020-10,South,OK,Entertainment,F,40s,2
2020-10,South,OK,Entertainment,F,60s,1
2020-10,South,OK,"Home & Living",F,30s,29
2020-10,South,OK,"Home & Living",F,40s,1
2020-10,South,OK,"Men's Fashion",F,20s,1
2020-10,South,OK,"Men's Fashion",F,30s,3
2020-10,South,OK,"Mobiles & Tablets",F,10s,2
2020-10,South,OK,"Mobiles & Tablets",F,30s,23
2020-10,South,OK,"Mobiles & Tablets",F,40s,1
2020-10,South,OK,"Mobiles & Tablets",F,60s,1
2020-10,South,OK,"Mobiles & Tablets",M,20s,2
2020-10,South,OK,"Mobiles & Tablets",M,30s,2
2020-10,South,OK,"Mobiles & Tablets",M,50s,1
2020-10,South,OK,"Women's Fashion",F,20s,1
2020-10,South,OK,"Women's Fashion",M,30s,1
2020-10,South,SC,Appliances,F,50s,1
2020-10,South,SC,"Beauty & Grooming",M,30s,1
2020-10,South,SC,Entertainment,M,20s,1
2020-10,South,SC,"Health & Sports",M,50s,1
2020-10,South,SC,"Men's Fashion",F,70+,2
2020-10,South,SC,"Men's Fashion",M,60s,1
2020-10,South,SC,"Mobiles & Tablets",F,60s,1
2020-10,South,SC,"Mobiles & Tablets",F,70+,2
2020-10,South,SC,"Mobiles & Tablets",M,20s,1
2020-10,South,SC,"Mobiles & Tablets",M,30s,2
2020-10,South,SC,"Mobiles & Tablets",M,50s,1
2020-10,South,SC,"Women's Fashion",F,50s,1
2020-10,South,SC,"Women's Fashion",M,50s,1
2020-10,South,TN,Appliances,M,50s,2
2020-10,South,TN,Computing,F,40s,1
2020-10,South,TN,Computing,F,50s,11
2020-10,South,TN,Entertainment,F,30s,1
2020-10,South,TN,Entertainment,F,40s,1
2020-10,South,TN,"Home & Living",F,40s,1
2020-10,South,TN,"Men's Fashion",F,40s,3
2020-10,South,TN,"Men's Fashion",M,20s,1
2020-10,South,TN,"Men's Fashion",M,30s,1
2020-10,South,TN,"Mobiles & Tablets",F,20s,1
2020-10,South,TN,"Mobiles & Tablets",F,40s,2
2020-10,South,TN,"Mobiles & Tablets",F,60s,1
2020-10,South,TN,"Mobiles & Tablets",M,30s,1
2020-10,South,TN,"Mobiles & Tablets",M,50s,4
2020-10,South,TN,Others,M,40s,1
2020-10,South,TN,Superstore,F,40s,1
2020-10,South,TN,"Women's Fashion",F,40s,11
2020-10,South,TN,"Women's Fashion",F,70+,1
2020-10,South,TX,Appliances,F,40s,1
2020-10,South,TX,Appliances,F,60s,1
2020-10,South,TX,Appliances,M,30s,1
2020-10,South,TX,Appliances,M,60s,1
2020-10,South,TX,"Beauty & Grooming",F,70+,1
2020-10,South,TX,"Beauty & Grooming",M,30s,1
2020-10,South,TX,"Beauty & Grooming",M,60s,1
2020-10,South,TX,Computing,F,30s,1
2020-10,South,TX,Computing,F,50s,4
2020-10,South,TX,Computing,M,60s,2
2020-10,South,TX,Entertainment,F,20s,1
2020-10,South,TX,Entertainment,F,30s,5
2020-10,South,TX,Entertainment,F,40s,1
2020-10,South,TX,Entertainment,F,60s,1
2020-10,South,TX,Entertainment,M,20s,5
2020-10,South,TX,Entertainment,M,30s,1
2020-10,South,TX,Entertainment,M,50s,2
2020-10,South,TX,Entertainment,M,60s,5
2020-10,South,TX,"Health & Sports",F,20s,2
2020-10,South,TX,"Health & Sports",F,50s,1
2020-10,South,TX,"Health & Sports",F,70+,1
2020-10,South,TX,"Health & Sports",M,50s,2
2020-10,South,TX,"Home & Living",F,70+,1
2020-10,South,TX,"Home & Living",M,40s,1
2020-10,South,TX,"Home & Living",M,60s,1
2020-10,South,TX,"Kids & Baby",F,30s,3
2020-10,South,TX,"Kids & Baby",F,70+,3
2020-10,South,TX,"Kids & Baby",M,60s,1
2020-10,South,TX,"Men's Fashion",F,20s,1
2020-10,South,TX,"Men's Fashion",F,30s,4
2020-10,South,TX,"Men's Fashion",F,60s,2
2020-10,South,TX,"Men's Fashion",F,70+,2
2020-10,South,TX,"Men's Fashion",M,10s,2
2020-10,South,TX,"Men's Fashion",M,40s,4
2020-10,South,TX,"Men's Fashion",M,60s,2
2020-10,South,TX,"Mobiles & Tablets",F,30s,7
2020-10,South,TX,"Mobiles & Tablets",F,60s,2
2020-10,South,TX,"Mobiles & Tablets",F,70+,1
2020-10,South,TX,"Mobiles & Tablets",M,30s,2
2020-10,South,TX,"Mobiles & Tablets",M,50s,1
2020-10,South,TX,"Mobiles & Tablets",M,60s,2
2020-10,South,TX,"Mobiles & Tablets",M,70+,1
2020-10,South,TX,"School & Education",M,60s,1
2020-10,South,TX,Soghaat,F,70+,1
2020-10,South,TX,Soghaat,M,50s,3
2020-10,South,TX,Superstore,M,60s,1
2020-10,South,TX,"Women's Fashion",F,20s,1
2020-10,South,TX,"Women's Fashion",F,40s,1
2020-10,South,TX,"Women's Fashion",F,60s,2
2020-10,South,TX,"Women's Fashion",F,70+,2
2020-10,South,TX,"Women's Fashion",M,10s,3
2020-10,South,TX,"Women's Fashion",M,30s,2
2020-10,South,TX,"Women's Fashion",M,50s,1
2020-10,South,VA,Appliances,F,40s,1
2020-10,South,VA,Appliances,M,30s,2
2020-10,South,VA,Appliances,M,50s,1
2020-10,South,VA,"Beauty & Grooming",F,20s,1
2020-10,South,VA,"Beauty & Grooming",F,40s,2
2020-10,South,VA,"Beauty & Grooming",M,20s,1
2020-10,South,VA,Entertainment,F,30s,1
2020-10,South,VA,Entertainment,M,20s,2
2020-10,South,VA,"Health & Sports",M,60s,2
2020-10,South,VA,"Home & Living",F,40s,1
2020-10,South,VA,"Men's Fashion",F,30s,1
2020-10,South,VA,"Men's Fashion",M,50s,1
2020-10,South,VA,"Men's Fashion",M,60s,3
2020-10,South,VA,"Mobiles & Tablets",F,20s,2
2020-10,South,VA,"Mobiles & Tablets",F,40s,2
2020-10,South,VA,"Mobiles & Tablets",F,70+,2
2020-10,South,VA,"Mobiles & Tablets",M,20s,3
2020-10,South,VA,"Mobiles & Tablets",M,30s,4
2020-10,South,VA,"Mobiles & Tablets",M,40s,1
2020-10,South,VA,"Mobiles & Tablets",M,50s,1
2020-10,South,VA,Soghaat,M,50s,1
2020-10,South,VA,"Women's Fashion",F,40s,1
2020-10,South,VA,"Women's Fashion",M,30s,10
2020-10,South,VA,"Women's Fashion",M,50s,1
2020-10,South,WV,Appliances,F,40s,3
2020-10,South,WV,Appliances,M,20s,1
2020-10,South,WV,Appliances,M,40s,2
2020-10,South,WV,Appliances,M,60s,1
2020-10,South,WV,"Beauty & Grooming",M,30s,1
2020-10,South,WV,Books,F,10s,1
2020-10,South,WV,Computing,M,30s,1
2020-10,South,WV,Entertainment,F,50s,5
2020-10,South,WV,Entertainment,M,20s,12
2020-10,South,WV,"Health & Sports",F,10s,1
2020-10,South,WV,"Health & Sports",M,30s,2
2020-10,South,WV,"Home & Living",F,60s,1
2020-10,South,WV,"Kids & Baby",F,10s,1
2020-10,South,WV,"Men's Fashion",F,60s,1
2020-10,South,WV,"Mobiles & Tablets",F,10s,1
2020-10,South,WV,"Mobiles & Tablets",F,30s,5
2020-10,South,WV,"Mobiles & Tablets",M,30s,3
2020-10,South,WV,"Women's Fashion",F,30s,4
2020-10,South,WV,"Women's Fashion",F,60s,1
2020-10,South,WV,"Women's Fashion",M,70+,1
2020-10,West,AK,Appliances,M,60s,1
2020-10,West,AK,Entertainment,F,30s,10
2020-10,West,AK,"Men's Fashion",M,20s,1
2020-10,West,AK,"Mobiles & Tablets",F,60s,1
2020-10,West,AK,"Mobiles & Tablets",M,70+,1
2020-10,West,AZ,Appliances,M,40s,1
2020-10,West,AZ,Appliances,M,60s,1
2020-10,West,AZ,"Beauty & Grooming",F,30s,2
2020-10,West,AZ,"Health & Sports",F,30s,2
2020-10,West,AZ,"Home & Living",M,40s,1
2020-10,West,AZ,"Men's Fashion",F,30s,3
2020-10,West,AZ,"Mobiles & Tablets",F,30s,3
2020-10,West,AZ,"Mobiles & Tablets",F,40s,1
2020-10,West,AZ,"Mobiles & Tablets",F,60s,8
2020-10,West,AZ,"Mobiles & Tablets",M,10s,2
2020-10,West,AZ,"Mobiles & Tablets",M,60s,2
2020-10,West,AZ,Soghaat,F,60s,1
2020-10,West,AZ,"Women's Fashion",F,50s,3
2020-10,West,CA,Appliances,F,10s,5
2020-10,West,CA,Appliances,F,50s,1
2020-10,West,CA,Appliances,F,60s,6
2020-10,West,CA,Appliances,M,30s,6
2020-10,West,CA,Appliances,M,40s,10
2020-10,West,CA,"Beauty & Grooming",F,20s,1
2020-10,West,CA,"Beauty & Grooming",F,40s,1
2020-10,West,CA,"Beauty & Grooming",M,30s,10
2020-10,West,CA,"Beauty & Grooming",M,40s,2
2020-10,West,CA,"Beauty & Grooming",M,60s,2
2020-10,West,CA,Computing,F,20s,2
2020-10,West,CA,Computing,F,50s,1
2020-10,West,CA,Entertainment,F,20s,1
2020-10,West,CA,Entertainment,F,40s,1
2020-10,West,CA,Entertainment,F,50s,1
2020-10,West,CA,Entertainment,M,20s,1
2020-10,West,CA,Entertainment,M,30s,1
2020-10,West,CA,Entertainment,M,60s,1
2020-10,West,CA,Entertainment,M,70+,1
2020-10,West,CA,"Health & Sports",M,60s,1
2020-10,West,CA,"Home & Living",F,10s,1
2020-10,West,CA,"Home & Living",F,70+,1
2020-10,West,CA,"Kids & Baby",F,60s,3
2020-10,West,CA,"Men's Fashion",F,20s,8
2020-10,West,CA,"Men's Fashion",F,30s,1
2020-10,West,CA,"Men's Fashion",F,40s,4
2020-10,West,CA,"Men's Fashion",F,60s,4
2020-10,West,CA,"Men's Fashion",M,20s,1
2020-10,West,CA,"Men's Fashion",M,30s,1
2020-10,West,CA,"Men's Fashion",M,40s,1
2020-10,West,CA,"Mobiles & Tablets",F,20s,3
2020-10,West,CA,"Mobiles & Tablets",F,40s,10
2020-10,West,CA,"Mobiles & Tablets",F,60s,9
2020-10,West,CA,"Mobiles & Tablets",F,70+,2
2020-10,West,CA,"Mobiles & Tablets",M,30s,8
2020-10,West,CA,"Mobiles & Tablets",M,40s,19
2020-10,West,CA,"Mobiles & Tablets",M,50s,5
2020-10,West,CA,"Mobiles & Tablets",M,70+,1
2020-10,West,CA,"School & Education",M,40s,1
2020-10,West,CA,Soghaat,F,60s,1
2020-10,West,CA,Superstore,F,60s,4
2020-10,West,CA,Superstore,M,30s,1
2020-10,West,CA,"Women's Fashion",F,20s,2
2020-10,West,CA,"Women's Fashion",F,50s,7
2020-10,West,CA,"Women's Fashion",M,20s,2
2020-10,West,CA,"Women's Fashion",M,30s,8
2020-10,West,CA,"Women's Fashion",M,40s,1
2020-10,West,CA,"Women's Fashion",M,50s,2
2020-10,West,CA,"Women's Fashion",M,60s,4
2020-10,West,CO,Appliances,F,30s,2
2020-10,West,CO,"Beauty & Grooming",F,40s,1
2020-10,West,CO,"Beauty & Grooming",M,60s,2
2020-10,West,CO,Entertainment,F,30s,1
2020-10,West,CO,Entertainment,F,40s,1
2020-10,West,CO,"Health & Sports",M,30s,1
2020-10,West,CO,"Home & Living",M,30s,1
2020-10,West,CO,"Kids & Baby",M,60s,1
2020-10,West,CO,"Men's Fashion",F,40s,1
2020-10,West,CO,"Men's Fashion",M,60s,1
2020-10,West,CO,"Mobiles & Tablets",F,50s,1
2020-10,West,CO,"Mobiles & Tablets",M,20s,3
2020-10,West,CO,"Mobiles & Tablets",M,30s,2
2020-10,West,CO,"Mobiles & Tablets",M,60s,6
2020-10,West,CO,"Mobiles & Tablets",M,70+,3
2020-10,West,CO,"Women's Fashion",M,60s,1
2020-10,West,HI,Appliances,M,30s,11
2020-10,West,ID,Entertainment,F,50s,1
2020-10,West,ID,"Kids & Baby",F,40s,1
2020-10,West,ID,"Mobiles & Tablets",F,30s,1
2020-10,West,ID,"Mobiles & Tablets",F,60s,1
2020-10,West,ID,"Mobiles & Tablets",M,30s,2
2020-10,West,ID,"Mobiles & Tablets",M,50s,1
2020-10,West,ID,"Mobiles & Tablets",M,60s,1
2020-10,West,ID,"Women's Fashion",F,60s,1
2020-10,West,MT,Entertainment,M,50s,1
2020-10,West,MT,"Men's Fashion",M,50s,1
2020-10,West,MT,"Mobiles & Tablets",F,30s,1
2020-10,West,MT,"Mobiles & Tablets",F,70+,3
2020-10,West,MT,"Mobiles & Tablets",M,30s,1
2020-10,West,MT,Soghaat,F,40s,1
2020-10,West,MT,Superstore,F,40s,1
2020-10,West,NM,Appliances,F,30s,2
2020-10,West,NM,"Beauty & Grooming",F,40s,2
2020-10,West,NM,Entertainment,F,60s,1
2020-10,West,NM,"Men's Fashion",M,10s,1
2020-10,West,NM,"Mobiles & Tablets",F,60s,1
2020-10,West,NM,"Mobiles & Tablets",M,20s,1
2020-10,West,NM,"Mobiles & Tablets",M,50s,1
2020-10,West,NM,Superstore,M,50s,2
2020-10,West,NM,"Women's Fashion",F,30s,1
2020-10,West,NM,"Women's Fashion",M,40s,1
2020-10,West,NV,Appliances,F,10s,1
2020-10,West,NV,"Men's Fashion",F,10s,1
2020-10,West,NV,"Men's Fashion",F,20s,1
2020-10,West,NV,"Mobiles & Tablets",M,50s,2
2020-10,West,NV,Soghaat,F,10s,1
2020-10,West,OR,Appliances,M,70+,2
2020-10,West,OR,Computing,F,30s,1
2020-10,West,OR,Entertainment,M,60s,3
2020-10,West,OR,"Home & Living",F,30s,1
2020-10,West,OR,"Kids & Baby",M,70+,1
2020-10,West,OR,"Men's Fashion",M,60s,1
2020-10,West,OR,"Mobiles & Tablets",F,70+,2
2020-10,West,OR,"Mobiles & Tablets",M,20s,1
2020-10,West,OR,"Mobiles & Tablets",M,60s,1
2020-10,West,OR,"Mobiles & Tablets",M,70+,1
2020-10,West,OR,Superstore,M,60s,1
2020-10,West,OR,"Women's Fashion",F,30s,1
2020-10,West,UT,Appliances,M,20s,1
2020-10,West,UT,Appliances,M,40s,1
2020-10,West,UT,Appliances,M,50s,1
2020-10,West,UT,"Beauty & Grooming",M,50s,1
2020-10,West,UT,Entertainment,M,40s,1
2020-10,West,UT,Entertainment,M,50s,1
2020-10,West,UT,Entertainment,M,60s,1
2020-10,West,UT,"Mobiles & Tablets",F,20s,5
2020-10,West,UT,"Mobiles & Tablets",F,40s,1
2020-10,West,UT,"Mobiles & Tablets",M,40s,2
2020-10,West,UT,"Mobiles & Tablets",M,60s,1
2020-10,West,UT,Soghaat,M,20s,1
2020-10,West,WA,Appliances,F,20s,1
2020-10,West,WA,Appliances,F,50s,1
2020-10,West,WA,Appliances,F,60s,3
2020-10,West,WA,Appliances,M,60s,5
2020-10,West,WA,"Beauty & Grooming",M,50s,1
2020-10,West,WA,Computing,M,30s,1
2020-10,West,WA,Computing,M,60s,4
2020-10,West,WA,Entertainment,F,20s,2
2020-10,West,WA,Entertainment,F,60s,8
2020-10,West,WA,Entertainment,M,50s,1
2020-10,West,WA,"Health & Sports",F,30s,4
2020-10,West,WA,"Men's Fashion",M,50s,1
2020-10,West,WA,"Mobiles & Tablets",F,20s,1
2020-10,West,WA,"Mobiles & Tablets",F,30s,4
2020-10,West,WA,"Mobiles & Tablets",F,40s,1
2020-10,West,WA,"Mobiles & Tablets",F,70+,1
2020-10,West,WA,"Mobiles & Tablets",M,50s,3
2020-10,West,WA,"Mobiles & Tablets",M,70+,1
2020-10,West,WA,"School & Education",F,40s,1
2020-10,West,WA,Superstore,F,70+,1
2020-10,West,WA,"Women's Fashion",M,40s,1
2020-10,West,WA,"Women's Fashion",M,70+,1
2020-10,West,WY,"Men's Fashion",F,70+,1
2020-10,West,WY,Superstore,M,20s,1
2020-11,Midwest,IA,Appliances,F,10s,1
2020-11,Midwest,IA,Appliances,F,50s,1
2020-11,Midwest,IA,"Beauty & Grooming",F,20s,4
2020-11,Midwest,IA,"Beauty & Grooming",F,30s,2
2020-11,Midwest,IA,"Beauty & Grooming",F,40s,3
2020-11,Midwest,IA,"Beauty & Grooming",F,50s,4
2020-11,Midwest,IA,"Beauty & Grooming",F,70+,4
2020-11,Midwest,IA,"Beauty & Grooming",M,20s,1
2020-11,Midwest,IA,Books,F,50s,1
2020-11,Midwest,IA,Books,M,50s,1
2020-11,Midwest,IA,Computing,F,40s,1
2020-11,Midwest,IA,Computing,F,50s,1
2020-11,Midwest,IA,Computing,M,20s,1
2020-11,Midwest,IA,Computing,M,30s,1
2020-11,Midwest,IA,Entertainment,F,30s,3
2020-11,Midwest,IA,Entertainment,F,40s,2
2020-11,Midwest,IA,Entertainment,F,50s,1
2020-11,Midwest,IA,Entertainment,F,60s,4
2020-11,Midwest,IA,Entertainment,M,20s,1
2020-11,Midwest,IA,Entertainment,M,30s,1
2020-11,Midwest,IA,Entertainment,M,40s,6
2020-11,Midwest,IA,Entertainment,M,60s,3
2020-11,Midwest,IA,"Home & Living",F,40s,2
2020-11,Midwest,IA,"Home & Living",M,60s,1
2020-11,Midwest,IA,"Men's Fashion",F,50s,1
2020-11,Midwest,IA,"Men's Fashion",F,60s,2
2020-11,Midwest,IA,"Men's Fashion",F,70+,2
2020-11,Midwest,IA,"Men's Fashion",M,30s,1
2020-11,Midwest,IA,"Men's Fashion",M,70+,2
2020-11,Midwest,IA,"Mobiles & Tablets",F,20s,3
2020-11,Midwest,IA,"Mobiles & Tablets",F,30s,6
2020-11,Midwest,IA,"Mobiles & Tablets",F,40s,7
2020-11,Midwest,IA,"Mobiles & Tablets",F,50s,10
2020-11,Midwest,IA,"Mobiles & Tablets",F,60s,3
2020-11,Midwest,IA,"Mobiles & Tablets",F,70+,5
2020-11,Midwest,IA,"Mobiles & Tablets",M,10s,8
2020-11,Midwest,IA,"Mobiles & Tablets",M,30s,9
2020-11,Midwest,IA,"Mobiles & Tablets",M,40s,1
2020-11,Midwest,IA,"Mobiles & Tablets",M,50s,1
2020-11,Midwest,IA,"Mobiles & Tablets",M,60s,7
2020-11,Midwest,IA,Others,F,20s,2
2020-11,Midwest,IA,Others,F,30s,2
2020-11,Midwest,IA,Others,F,50s,1
2020-11,Midwest,IA,Others,F,60s,9
2020-11,Midwest,IA,Others,F,70+,2
2020-11,Midwest,IA,Others,M,30s,6
2020-11,Midwest,IA,Others,M,40s,4
2020-11,Midwest,IA,Others,M,50s,1
2020-11,Midwest,IA,Others,M,60s,1
2020-11,Midwest,IA,Soghaat,F,30s,1
2020-11,Midwest,IA,Soghaat,F,50s,1
2020-11,Midwest,IA,Soghaat,F,70+,4
2020-11,Midwest,IA,Superstore,F,30s,1
2020-11,Midwest,IA,Superstore,F,70+,4
2020-11,Midwest,IA,"Women's Fashion",F,50s,1
2020-11,Midwest,IA,"Women's Fashion",F,70+,4
2020-11,Midwest,IA,"Women's Fashion",M,20s,4
2020-11,Midwest,IA,"Women's Fashion",M,30s,1
2020-11,Midwest,IA,"Women's Fashion",M,50s,1
2020-11,Midwest,IL,Appliances,F,20s,1
2020-11,Midwest,IL,Appliances,F,40s,5
2020-11,Midwest,IL,Appliances,F,50s,1
2020-11,Midwest,IL,"Beauty & Grooming",F,40s,3
2020-11,Midwest,IL,"Beauty & Grooming",M,30s,4
2020-11,Midwest,IL,Books,M,30s,3
2020-11,Midwest,IL,Computing,F,30s,9
2020-11,Midwest,IL,Computing,F,50s,1
2020-11,Midwest,IL,Computing,M,20s,1
2020-11,Midwest,IL,Computing,M,50s,1
2020-11,Midwest,IL,Computing,M,70+,1
2020-11,Midwest,IL,Entertainment,F,20s,6
2020-11,Midwest,IL,Entertainment,F,30s,6
2020-11,Midwest,IL,Entertainment,F,40s,1
2020-11,Midwest,IL,Entertainment,F,50s,2
2020-11,Midwest,IL,Entertainment,M,20s,1
2020-11,Midwest,IL,Entertainment,M,30s,3
2020-11,Midwest,IL,Entertainment,M,40s,7
2020-11,Midwest,IL,Entertainment,M,50s,3
2020-11,Midwest,IL,Entertainment,M,60s,7
2020-11,Midwest,IL,Entertainment,M,70+,1
2020-11,Midwest,IL,"Home & Living",F,10s,1
2020-11,Midwest,IL,"Home & Living",F,40s,4
2020-11,Midwest,IL,"Home & Living",F,60s,17
2020-11,Midwest,IL,"Kids & Baby",F,40s,1
2020-11,Midwest,IL,"Men's Fashion",F,30s,1
2020-11,Midwest,IL,"Men's Fashion",F,60s,9
2020-11,Midwest,IL,"Men's Fashion",F,70+,3
2020-11,Midwest,IL,"Men's Fashion",M,20s,1
2020-11,Midwest,IL,"Men's Fashion",M,30s,1
2020-11,Midwest,IL,"Men's Fashion",M,60s,1
2020-11,Midwest,IL,"Men's Fashion",M,70+,1
2020-11,Midwest,IL,"Mobiles & Tablets",F,20s,7
2020-11,Midwest,IL,"Mobiles & Tablets",F,30s,10
2020-11,Midwest,IL,"Mobiles & Tablets",F,40s,3
2020-11,Midwest,IL,"Mobiles & Tablets",F,50s,3
2020-11,Midwest,IL,"Mobiles & Tablets",F,60s,16
2020-11,Midwest,IL,"Mobiles & Tablets",F,70+,8
2020-11,Midwest,IL,"Mobiles & Tablets",M,20s,5
2020-11,Midwest,IL,"Mobiles & Tablets",M,30s,25
2020-11,Midwest,IL,"Mobiles & Tablets",M,40s,4
2020-11,Midwest,IL,"Mobiles & Tablets",M,50s,1
2020-11,Midwest,IL,"Mobiles & Tablets",M,60s,3
2020-11,Midwest,IL,Others,F,30s,9
2020-11,Midwest,IL,Others,F,50s,11
2020-11,Midwest,IL,Others,F,60s,5
2020-11,Midwest,IL,Others,M,20s,1
2020-11,Midwest,IL,Others,M,50s,1
